선수명,level,season,IP_mlbstatsapi,IP_fangraphs,my_fip,fangraphs_fip,diff,cFIP_used
숀 모리만도,MLB,2021,10.333,10.333,5.396,5.396,-0.0,3.17
숀 모리만도,AAA,2016,59.0,59.0,3.858,3.881,-0.023,3.1466
숀 모리만도,AAA,2017,159.333,159.333,4.494,4.674,-0.18,3.1576
숀 모리만도,AAA,2019,70.333,70.333,5.119,5.53,-0.411,3.214
숀 모리만도,AAA,2021,89.667,89.667,4.821,5.013,-0.193,3.17
타일러 애플러,AAA,2017,136.333,136.333,4.757,4.937,-0.18,3.1576
타일러 애플러,AAA,2018,153.0,153.0,3.605,3.778,-0.173,3.1604
타일러 애플러,AAA,2021,72.0,72.0,6.726,6.918,-0.193,3.17
딜런 파일,AAA,2021,42.667,42.667,4.529,4.722,-0.193,3.17
딜런 파일,AAA,2022,114.333,114.333,3.952,4.347,-0.395,3.1124
테일러 와이드너,MLB,2020,20.0,20.0,6.491,6.491,-0.0,3.1914
테일러 와이드너,MLB,2021,70.333,70.333,5.559,5.559,-0.0,3.17
테일러 와이드너,MLB,2022,17.333,17.333,4.382,4.382,-0.0,3.1124
테일러 와이드너,AAA,2019,100.0,100.0,5.314,5.897,-0.583,3.214
테일러 와이드너,AAA,2021,4.667,4.667,6.813,7.575,-0.762,3.17
테일러 와이드너,AAA,2022,36.667,36.667,3.303,4.046,-0.743,3.1124
아도니스 메디나,MLB,2020,4.0,4.0,3.441,3.441,-0.0,3.1914
아도니스 메디나,MLB,2021,7.667,7.667,4.344,4.344,-0.0,3.17
아도니스 메디나,MLB,2022,23.667,23.667,4.042,4.042,-0.0,3.1124
아도니스 메디나,AAA,2021,67.667,67.667,4.663,4.855,-0.193,3.17
아도니스 메디나,AAA,2022,31.0,31.0,4.693,5.088,-0.395,3.1124
숀 앤더슨,MLB,2019,96.0,96.0,4.766,4.766,-0.0,3.214
숀 앤더슨,MLB,2020,15.333,15.333,5.735,5.735,-0.0,3.1914
숀 앤더슨,MLB,2021,23.333,23.333,5.57,5.57,-0.0,3.17
숀 앤더슨,MLB,2022,1.0,1.0,3.112,3.112,-0.0,3.1124
숀 앤더슨,AAA,2018,47.333,47.333,3.858,4.443,-0.585,3.1604
숀 앤더슨,AAA,2019,38.333,38.333,3.11,3.692,-0.583,3.214
숀 앤더슨,AAA,2022,88.0,88.0,4.169,4.564,-0.395,3.1124
마리오 산체스,AAA,2019,13.667,13.667,7.312,7.894,-0.583,3.214
마리오 산체스,AAA,2021,8.333,8.333,1.97,2.163,-0.193,3.17
마리오 산체스,AAA,2022,91.333,91.333,4.24,4.635,-0.395,3.1124
애런 윌커슨,MLB,2017,10.333,10.333,3.351,3.351,-0.0,3.1576
애런 윌커슨,MLB,2018,9.0,9.0,8.049,8.049,-0.0,3.1604
애런 윌커슨,MLB,2019,16.0,16.0,6.777,6.777,-0.0,3.214
애런 윌커슨,AAA,2018,72.333,72.333,3.05,3.635,-0.585,3.1604
애런 윌커슨,AAA,2019,76.333,76.333,4.013,4.596,-0.583,3.214
애런 윌커슨,AAA,2021,112.0,112.0,3.081,3.843,-0.762,3.17
버치 스미스,MLB,2013,36.333,36.333,5.47,5.47,0.0,3.0479
버치 스미스,MLB,2018,78.0,78.0,5.378,5.378,-0.0,3.1604
버치 스미스,MLB,2019,21.333,21.333,5.277,5.277,0.0,3.214
버치 스미스,MLB,2020,12.0,12.0,2.358,2.358,-0.0,3.1914
버치 스미스,MLB,2021,43.333,43.333,4.208,4.208,-0.0,3.17
버치 스미스,AAA,2013,61.0,61.0,2.654,3.176,-0.522,3.0479
버치 스미스,AAA,2014,5.333,5.333,9.695,10.263,-0.568,3.1323
버치 스미스,AAA,2017,16.333,16.333,3.158,3.338,-0.18,3.1576
버치 스미스,AAA,2021,5.333,5.333,10.107,10.87,-0.762,3.17
리카르도 산체스,MLB,2020,5.333,5.333,7.504,7.504,-0.0,3.1914
에릭 페디,MLB,2017,15.333,15.333,7.201,7.201,-0.0,3.1576
에릭 페디,MLB,2018,50.333,50.333,4.71,4.71,-0.0,3.1604
에릭 페디,MLB,2019,78.0,78.0,5.342,5.342,-0.0,3.214
에릭 페디,MLB,2020,50.333,50.333,6.152,6.152,-0.0,3.1914
에릭 페디,MLB,2021,133.333,133.333,4.662,4.663,-0.0,3.17
에릭 페디,MLB,2022,127.0,127.0,5.152,5.152,-0.0,3.1124
에릭 페디,AAA,2017,34.0,34.0,3.363,3.543,-0.18,3.1576
에릭 페디,AAA,2018,67.333,67.333,2.507,2.68,-0.173,3.1604
에릭 페디,AAA,2019,10.0,10.0,9.214,9.797,-0.583,3.214
에릭 페디,AAA,2022,4.0,4.0,1.862,2.258,-0.395,3.1124
태너 털리,MLB,2022,6.0,6.0,7.612,7.612,-0.0,3.1124
태너 털리,AAA,2017,7.0,7.0,2.729,2.909,-0.18,3.1576
태너 털리,AAA,2019,14.667,14.667,3.487,3.897,-0.411,3.214
태너 털리,AAA,2021,39.0,39.0,3.888,4.08,-0.193,3.17
태너 털리,AAA,2022,122.0,122.0,3.547,3.942,-0.395,3.1124
보 슐서,MLB,2022,22.333,22.333,4.5,4.5,-0.0,3.1124
보 슐서,AAA,2021,122.667,122.667,5.127,5.319,-0.193,3.17
커크 맥카티,MLB,2022,37.667,37.667,6.643,6.643,-0.0,3.1124
커크 맥카티,AAA,2021,124.0,124.0,5.251,5.443,-0.193,3.17
로에니스 엘리아스,MLB,2014,163.667,163.667,4.03,4.03,0.0,3.1323
로에니스 엘리아스,MLB,2015,115.333,115.333,4.521,4.521,0.0,3.1336
로에니스 엘리아스,MLB,2016,7.667,7.667,7.712,7.712,0.0,3.1466
로에니스 엘리아스,MLB,2017,0.333,0.333,6.158,6.158,-0.0,3.1576
로에니스 엘리아스,MLB,2018,51.0,51.0,3.082,3.082,-0.0,3.1604
로에니스 엘리아스,MLB,2019,50.0,50.0,5.074,5.074,-0.0,3.214
로에니스 엘리아스,MLB,2022,7.667,7.667,4.417,4.417,-0.0,3.1124
로에니스 엘리아스,AAA,2014,5.0,5.0,1.332,1.9,-0.568,3.1323
로에니스 엘리아스,AAA,2015,61.333,61.333,4.585,5.05,-0.466,3.1336
로에니스 엘리아스,AAA,2016,125.0,125.0,3.891,3.913,-0.023,3.1466
로에니스 엘리아스,AAA,2017,34.0,34.0,6.275,6.455,-0.18,3.1576
로에니스 엘리아스,AAA,2022,65.0,65.0,3.897,4.64,-0.743,3.1124
이안 맥키니,AAA,2021,53.667,53.667,5.648,6.411,-0.762,3.17
이안 맥키니,AAA,2022,22.333,22.333,7.993,8.736,-0.743,3.1124
조던 발라조빅,MLB,2023,24.333,24.333,6.008,6.008,-0.0,3.255
조던 발라조빅,AAA,2022,70.667,70.667,6.211,6.607,-0.395,3.1124
조던 발라조빅,AAA,2023,45.667,45.667,4.481,4.799,-0.318,3.255
코너 시볼드,MLB,2021,3.0,3.0,9.503,9.503,-0.0,3.17
코너 시볼드,MLB,2022,18.333,18.333,6.385,6.385,-0.0,3.1124
코너 시볼드,MLB,2023,87.333,87.333,5.751,5.751,-0.0,3.255
코너 시볼드,AAA,2021,54.0,54.0,4.077,4.27,-0.193,3.17
코너 시볼드,AAA,2022,86.667,86.667,2.974,3.369,-0.395,3.1124
코너 시볼드,AAA,2023,31.333,31.333,3.255,3.95,-0.695,3.255
데니 레예스,MLB,2022,7.667,7.667,2.721,2.721,-0.0,3.1124
데니 레예스,MLB,2023,19.667,19.667,4.882,4.882,-0.0,3.255
데니 레예스,AAA,2022,54.0,54.0,4.798,5.193,-0.395,3.1124
데니 레예스,AAA,2023,91.667,91.667,6.266,6.583,-0.318,3.255
디트릭 엔스,MLB,2017,4.0,4.0,9.408,9.408,-0.0,3.1576
디트릭 엔스,MLB,2021,22.333,22.333,2.319,2.319,-0.0,3.17
디트릭 엔스,AAA,2016,65.0,65.0,3.5,3.523,-0.023,3.1466
디트릭 엔스,AAA,2018,68.333,68.333,4.814,4.987,-0.173,3.1604
디트릭 엔스,AAA,2019,137.0,137.0,6.462,7.045,-0.583,3.214
디트릭 엔스,AAA,2021,71.667,71.667,2.905,3.097,-0.193,3.17
엘리에이저 에르난데스,MLB,2018,65.667,65.667,5.292,5.292,-0.0,3.1604
엘리에이저 에르난데스,MLB,2019,82.333,82.333,5.582,5.582,-0.0,3.214
엘리에이저 에르난데스,MLB,2020,25.667,25.667,3.893,3.893,-0.0,3.1914
엘리에이저 에르난데스,MLB,2021,51.667,51.667,5.376,5.376,-0.0,3.17
엘리에이저 에르난데스,MLB,2022,62.333,62.333,6.401,6.401,-0.0,3.1124
엘리에이저 에르난데스,AAA,2018,2.667,2.667,6.535,7.12,-0.585,3.1604
엘리에이저 에르난데스,AAA,2019,48.0,48.0,1.651,2.234,-0.583,3.214
엘리에이저 에르난데스,AAA,2021,21.333,21.333,2.42,2.613,-0.193,3.17
엘리에이저 에르난데스,AAA,2022,57.0,57.0,3.551,3.946,-0.395,3.1124
엘리에이저 에르난데스,AAA,2023,2.0,2.0,12.255,12.573,-0.318,3.255
윌 크로우,MLB,2020,8.333,8.333,12.311,12.312,-0.0,3.1914
윌 크로우,MLB,2021,116.667,116.667,5.673,5.673,-0.0,3.17
윌 크로우,MLB,2022,76.0,76.0,4.31,4.31,-0.0,3.1124
윌 크로우,MLB,2023,9.667,9.667,5.841,5.841,-0.0,3.255
윌 크로우,AAA,2019,54.0,54.0,4.881,5.463,-0.583,3.214
윌 크로우,AAA,2021,1.0,1.0,1.17,1.363,-0.193,3.17
윌 크로우,AAA,2023,27.0,27.0,3.922,4.239,-0.318,3.255
캠 알드레드,MLB,2022,1.0,1.0,1.112,1.112,-0.0,3.1124
캠 알드레드,AAA,2021,12.667,12.667,5.538,5.731,-0.193,3.17
캠 알드레드,AAA,2022,66.333,66.333,3.489,3.885,-0.395,3.1124
캠 알드레드,AAA,2023,105.667,105.667,4.817,5.134,-0.318,3.255
에릭 스타우트,MLB,2018,2.333,2.333,15.16,15.161,-0.0,3.1604
에릭 스타우트,MLB,2022,22.333,22.333,4.59,4.59,-0.0,3.1124
에릭 스타우트,AAA,2017,69.333,69.333,3.677,4.24,-0.563,3.1576
에릭 스타우트,AAA,2018,55.0,55.0,3.56,4.145,-0.585,3.1604
에릭 스타우트,AAA,2019,60.333,60.333,6.711,7.122,-0.411,3.214
에릭 스타우트,AAA,2021,17.667,17.667,8.774,8.966,-0.193,3.17
에릭 스타우트,AAA,2023,40.667,40.667,3.968,4.663,-0.695,3.255
에릭 라우어,MLB,2018,112.0,112.0,4.509,4.509,-0.0,3.1604
에릭 라우어,MLB,2019,149.667,149.667,4.23,4.23,-0.0,3.214
에릭 라우어,MLB,2020,11.0,11.0,6.373,6.373,-0.0,3.1914
에릭 라우어,MLB,2021,118.667,118.667,4.038,4.038,-0.0,3.17
에릭 라우어,MLB,2022,158.667,158.667,4.499,4.499,-0.0,3.1124
에릭 라우어,MLB,2023,46.667,46.667,7.412,7.412,-0.0,3.255
에릭 라우어,AAA,2018,21.333,21.333,3.114,3.698,-0.585,3.1604
에릭 라우어,AAA,2021,5.0,5.0,-0.43,-0.237,-0.193,3.17
에릭 라우어,AAA,2023,43.667,43.667,3.828,4.145,-0.318,3.255
제임스 네일,MLB,2022,9.0,9.0,5.557,5.557,-0.0,3.1124
제임스 네일,MLB,2023,15.333,15.333,4.951,4.951,-0.0,3.255
제임스 네일,AAA,2016,11.0,11.0,4.965,5.539,-0.574,3.1466
제임스 네일,AAA,2018,135.667,135.667,4.259,4.844,-0.585,3.1604
제임스 네일,AAA,2019,16.333,16.333,6.459,7.042,-0.583,3.214
제임스 네일,AAA,2021,62.333,62.333,3.86,4.622,-0.762,3.17
제임스 네일,AAA,2022,73.333,73.333,3.317,3.712,-0.395,3.1124
제임스 네일,AAA,2023,59.0,59.0,3.611,3.929,-0.318,3.255
다니엘 카스타노,MLB,2020,29.667,29.667,4.809,4.809,-0.0,3.1914
다니엘 카스타노,MLB,2021,20.333,20.333,5.137,5.137,-0.0,3.17
다니엘 카스타노,MLB,2022,35.667,35.667,4.739,4.739,-0.0,3.1124
다니엘 카스타노,MLB,2023,3.0,3.0,12.255,12.255,-0.0,3.255
다니엘 카스타노,AAA,2021,78.333,78.333,5.213,5.405,-0.193,3.17
다니엘 카스타노,AAA,2022,34.0,34.0,5.759,6.155,-0.395,3.1124
다니엘 카스타노,AAA,2023,61.667,61.667,4.844,5.162,-0.318,3.255
카일 하트,MLB,2020,11.0,11.0,8.282,8.282,-0.0,3.1914
카일 하트,AAA,2019,100.333,100.333,3.912,4.322,-0.411,3.214
카일 하트,AAA,2021,106.667,106.667,5.345,5.538,-0.193,3.17
카일 하트,AAA,2022,38.333,38.333,5.382,5.777,-0.395,3.1124
라이언 와이스,AAA,2021,30.333,30.333,3.005,3.767,-0.762,3.17
라이언 와이스,AAA,2023,14.0,14.0,8.184,8.501,-0.318,3.255
하이메 바리아,MLB,2018,129.333,129.333,4.583,4.583,-0.0,3.1604
하이메 바리아,MLB,2019,82.667,82.667,6.226,6.226,-0.0,3.214
하이메 바리아,MLB,2020,32.333,32.333,3.655,3.655,-0.0,3.1914
하이메 바리아,MLB,2021,56.667,56.667,4.882,4.882,-0.0,3.17
하이메 바리아,MLB,2022,79.333,79.333,4.386,4.386,-0.0,3.1124
하이메 바리아,MLB,2023,82.333,82.333,6.073,6.073,-0.0,3.255
하이메 바리아,AAA,2017,14.667,14.667,2.203,2.766,-0.563,3.1576
하이메 바리아,AAA,2018,18.0,18.0,3.494,4.079,-0.585,3.1604
하이메 바리아,AAA,2019,48.333,48.333,6.442,7.024,-0.583,3.214
하이메 바리아,AAA,2021,49.0,49.0,4.986,5.749,-0.762,3.17
로버트 더거,MLB,2019,34.333,34.333,5.952,5.952,-0.0,3.214
로버트 더거,MLB,2020,10.667,10.667,9.379,9.379,0.0,3.1914
로버트 더거,MLB,2021,25.667,25.667,5.235,5.235,-0.0,3.17
로버트 더거,MLB,2022,16.0,16.0,4.487,4.487,-0.0,3.1124
로버트 더거,AAA,2016,4.0,4.0,1.147,1.721,-0.574,3.1466
로버트 더거,AAA,2019,53.333,53.333,5.426,6.009,-0.583,3.214
로버트 더거,AAA,2021,69.333,69.333,4.656,5.418,-0.762,3.17
로버트 더거,AAA,2023,146.333,146.333,4.191,4.886,-0.695,3.255
드류 앤더슨,MLB,2017,2.333,2.333,2.729,2.729,-0.0,3.1576
드류 앤더슨,MLB,2018,12.667,12.667,2.371,2.371,-0.0,3.1604
드류 앤더슨,MLB,2019,6.0,6.0,6.381,6.381,-0.0,3.214
드류 앤더슨,MLB,2020,1.333,1.333,24.191,24.192,-0.0,3.1914
드류 앤더슨,MLB,2021,22.0,22.0,3.897,3.897,-0.0,3.17
드류 앤더슨,AAA,2017,6.667,6.667,4.358,4.538,-0.18,3.1576
드류 앤더슨,AAA,2018,104.667,104.667,4.355,4.527,-0.173,3.1604
드류 앤더슨,AAA,2019,48.333,48.333,5.904,6.314,-0.411,3.214
드류 앤더슨,AAA,2021,70.667,70.667,3.439,4.201,-0.762,3.17
콜 어빈,MLB,2019,41.667,41.667,5.062,5.062,-0.0,3.214
콜 어빈,MLB,2020,3.667,3.667,5.373,5.373,-0.0,3.1914
콜 어빈,MLB,2021,178.333,178.333,4.303,4.303,-0.0,3.17
콜 어빈,MLB,2022,181.0,181.0,4.206,4.206,-0.0,3.1124
콜 어빈,MLB,2023,77.333,77.333,4.432,4.432,-0.0,3.255
콜 어빈,MLB,2024,111.0,111.0,4.815,4.815,0.0,3.1665
콜 어빈,AAA,2018,161.333,161.333,3.129,3.302,-0.173,3.1604
콜 어빈,AAA,2019,93.667,93.667,4.143,4.554,-0.411,3.214
콜 어빈,AAA,2023,49.333,49.333,4.937,5.255,-0.318,3.255
콜 어빈,AAA,2024,6.667,6.667,4.816,5.219,-0.403,3.1665
잭 로그,MLB,2022,57.0,57.0,5.762,5.762,-0.0,3.1124
잭 로그,MLB,2023,11.0,11.0,5.528,5.528,-0.0,3.255
잭 로그,MLB,2024,2.0,2.0,5.667,5.666,0.0,3.1665
잭 로그,AAA,2019,3.333,3.333,5.314,5.725,-0.411,3.214
잭 로그,AAA,2021,89.333,89.333,3.371,3.564,-0.193,3.17
잭 로그,AAA,2022,78.667,78.667,7.46,8.203,-0.743,3.1124
잭 로그,AAA,2023,90.333,90.333,5.845,6.163,-0.318,3.255
헤르손 가라비토,MLB,2024,26.333,26.333,5.293,5.293,0.0,3.1665
헤르손 가라비토,AAA,2021,42.0,42.0,5.765,6.528,-0.762,3.17
헤르손 가라비토,AAA,2024,55.333,55.333,3.673,4.341,-0.668,3.1665
요니 치리노스,MLB,2018,89.667,89.667,3.506,3.506,-0.0,3.1604
요니 치리노스,MLB,2019,133.333,133.333,4.444,4.444,-0.0,3.214
요니 치리노스,MLB,2020,11.333,11.333,5.309,5.309,-0.0,3.1914
요니 치리노스,MLB,2022,7.0,7.0,2.255,2.255,-0.0,3.1124
요니 치리노스,MLB,2023,85.0,85.0,5.431,5.432,-0.0,3.255
요니 치리노스,MLB,2024,30.0,30.0,6.133,6.133,0.0,3.1665
요니 치리노스,AAA,2017,141.0,141.0,2.888,3.068,-0.18,3.1576
요니 치리노스,AAA,2018,30.667,30.667,4.791,4.964,-0.173,3.1604
요니 치리노스,AAA,2022,16.0,16.0,4.237,4.633,-0.395,3.1124
요니 치리노스,AAA,2023,19.333,19.333,3.565,3.883,-0.318,3.255
요니 치리노스,AAA,2024,110.667,110.667,3.907,4.31,-0.403,3.1665
애덤 올러,MLB,2022,74.333,74.333,6.503,6.503,-0.0,3.1124
애덤 올러,MLB,2023,19.667,19.667,7.221,7.221,-0.0,3.255
애덤 올러,MLB,2024,42.333,42.333,5.316,5.316,0.0,3.1665
애덤 올러,AAA,2021,44.0,44.0,3.147,3.34,-0.193,3.17
애덤 올러,AAA,2022,31.667,31.667,2.797,3.539,-0.743,3.1124
터커 데이비드슨,MLB,2020,1.667,1.667,15.791,15.791,0.0,3.1914
터커 데이비드슨,MLB,2021,20.0,20.0,4.52,4.52,-0.0,3.17
터커 데이비드슨,MLB,2022,52.0,52.0,5.785,5.786,-0.0,3.1124
터커 데이비드슨,MLB,2023,51.333,51.333,4.268,4.268,-0.0,3.255
터커 데이비드슨,MLB,2024,4.667,4.667,4.024,4.024,0.0,3.1665
터커 데이비드슨,AAA,2019,19.0,19.0,3.688,4.098,-0.411,3.214
터커 데이비드슨,AAA,2021,23.0,23.0,2.518,2.71,-0.193,3.17
터커 데이비드슨,AAA,2022,80.333,80.333,3.959,4.354,-0.395,3.1124
터커 데이비드슨,AAA,2024,115.667,115.667,4.524,4.926,-0.403,3.1665
빈스 벨라스케즈,MLB,2015,55.667,55.667,3.457,3.457,0.0,3.1336
빈스 벨라스케즈,MLB,2016,131.0,131.0,3.963,3.963,0.0,3.1466
빈스 벨라스케즈,MLB,2017,72.0,72.0,5.519,5.519,-0.0,3.1576
빈스 벨라스케즈,MLB,2018,146.667,146.667,3.754,3.754,-0.0,3.1604
빈스 벨라스케즈,MLB,2019,117.333,117.333,5.208,5.208,-0.0,3.214
빈스 벨라스케즈,MLB,2020,34.0,34.0,4.162,4.162,-0.0,3.1914
빈스 벨라스케즈,MLB,2021,94.333,94.333,5.884,5.884,-0.0,3.17
빈스 벨라스케즈,MLB,2022,75.333,75.333,4.254,4.254,-0.0,3.1124
빈스 벨라스케즈,MLB,2023,37.333,37.333,3.871,3.871,-0.0,3.255
빈스 벨라스케즈,AAA,2017,2.0,2.0,4.658,4.838,-0.18,3.1576
빈스 벨라스케즈,AAA,2021,6.667,6.667,2.87,3.063,-0.193,3.17
빈스 벨라스케즈,AAA,2022,5.667,5.667,2.759,3.155,-0.395,3.1124
빈스 벨라스케즈,AAA,2023,4.667,4.667,3.041,3.358,-0.318,3.255
알렉 감보아,AAA,2023,40.333,40.333,4.247,4.941,-0.695,3.255
알렉 감보아,AAA,2024,73.667,73.667,3.614,4.283,-0.668,3.1665
코디 폰세,MLB,2020,17.0,17.0,6.662,6.662,-0.0,3.1914
코디 폰세,MLB,2021,38.333,38.333,4.944,4.944,-0.0,3.17
코디 폰세,AAA,2019,18.667,18.667,4.982,5.393,-0.411,3.214
코디 폰세,AAA,2021,57.333,57.333,4.025,4.217,-0.193,3.17
로건 앨런,MLB,2019,27.667,27.667,5.491,5.491,-0.0,3.214
로건 앨런,MLB,2020,10.667,10.667,5.348,5.348,-0.0,3.1914
로건 앨런,MLB,2021,50.333,50.333,6.051,6.051,-0.0,3.17
로건 앨런,MLB,2022,7.667,7.667,3.634,3.634,-0.0,3.1124
로건 앨런,MLB,2024,28.0,28.0,4.345,4.345,0.0,3.1665
로건 앨런,AAA,2018,27.667,27.667,4.57,5.155,-0.585,3.1604
로건 앨런,AAA,2021,48.667,48.667,5.471,5.664,-0.193,3.17
로건 앨런,AAA,2024,96.333,96.333,4.474,5.143,-0.668,3.1665
라일리 톰프슨,AAA,2023,81.333,81.333,5.763,6.081,-0.318,3.255
라일리 톰프슨,AAA,2024,107.333,107.333,4.48,4.883,-0.403,3.1665
패트릭 머피,MLB,2020,6.0,6.0,2.525,2.525,-0.0,3.1914
패트릭 머피,MLB,2021,28.0,28.0,3.991,3.991,-0.0,3.17
패트릭 머피,MLB,2022,5.667,5.667,5.936,5.936,-0.0,3.1124
패트릭 머피,AAA,2022,63.0,63.0,3.7,4.095,-0.395,3.1124
패트릭 머피,AAA,2023,85.333,85.333,4.087,4.405,-0.318,3.255
미치 화이트,MLB,2020,3.0,3.0,2.858,2.858,-0.0,3.1914
미치 화이트,MLB,2021,46.667,46.667,3.834,3.834,-0.0,3.17
미치 화이트,MLB,2022,99.0,99.0,3.87,3.87,-0.0,3.1124
미치 화이트,MLB,2023,12.667,12.667,4.913,4.913,-0.0,3.255
미치 화이트,MLB,2024,23.667,23.667,6.04,6.04,0.0,3.1665
미치 화이트,AAA,2019,63.667,63.667,4.91,5.493,-0.583,3.214
미치 화이트,AAA,2021,32.0,32.0,2.264,3.026,-0.762,3.17
미치 화이트,AAA,2023,55.667,55.667,4.836,5.153,-0.318,3.255
미치 화이트,AAA,2024,57.667,57.667,2.664,3.066,-0.403,3.1665
라이언 타투스코,AAA,2011,39.667,39.667,3.53,3.741,-0.211,3.0254
라이언 타투스코,AAA,2013,120.667,120.667,4.183,4.34,-0.157,3.0479
윌리엄 쿠에바스,MLB,2016,5.0,5.0,5.547,5.547,0.0,3.1466
윌리엄 쿠에바스,MLB,2017,0.333,0.333,6.158,6.158,-0.0,3.1576
윌리엄 쿠에바스,MLB,2018,17.0,17.0,5.749,5.749,-0.0,3.1604
윌리엄 쿠에바스,AAA,2015,41.0,41.0,3.378,3.401,-0.023,3.1336
윌리엄 쿠에바스,AAA,2016,131.0,131.0,4.78,4.803,-0.023,3.1466
윌리엄 쿠에바스,AAA,2018,135.333,135.333,3.958,4.131,-0.173,3.1604
마이크 라이트,MLB,2015,44.667,44.667,6.134,6.134,0.0,3.1336
마이크 라이트,MLB,2016,74.667,74.667,5.303,5.303,0.0,3.1466
마이크 라이트,MLB,2017,25.0,25.0,4.718,4.718,-0.0,3.1576
마이크 라이트,MLB,2018,84.333,84.333,4.785,4.785,-0.0,3.1604
마이크 라이트,MLB,2019,29.333,29.333,5.259,5.259,-0.0,3.214
마이크 라이트,AAA,2013,6.667,6.667,2.448,2.605,-0.157,3.0479
마이크 라이트,AAA,2014,142.667,142.667,3.567,3.792,-0.225,3.1323
마이크 라이트,AAA,2015,81.0,81.0,3.257,3.28,-0.023,3.1336
마이크 라이트,AAA,2016,76.333,76.333,3.841,3.864,-0.023,3.1466
마이크 라이트,AAA,2017,83.0,83.0,3.471,3.651,-0.18,3.1576
마이크 라이트,AAA,2019,58.0,58.0,3.162,3.745,-0.583,3.214
윌머 폰트,MLB,2012,2.0,2.0,8.095,8.094,0.0,3.0945
윌머 폰트,MLB,2013,1.333,1.333,7.548,7.548,-0.0,3.0479
윌머 폰트,MLB,2017,3.667,3.667,11.885,11.885,0.0,3.1576
윌머 폰트,MLB,2018,44.0,44.0,6.229,6.229,-0.0,3.1604
윌머 폰트,MLB,2019,84.333,84.333,4.72,4.72,-0.0,3.214
윌머 폰트,MLB,2020,16.333,16.333,4.783,4.783,-0.0,3.1914
윌머 폰트,AAA,2013,20.0,20.0,2.248,2.77,-0.522,3.0479
윌머 폰트,AAA,2016,19.333,19.333,4.078,4.1,-0.023,3.1466
윌머 폰트,AAA,2017,134.333,134.333,2.421,2.984,-0.563,3.1576
토마스 파노니,MLB,2018,43.0,43.0,5.114,5.114,-0.0,3.1604
토마스 파노니,MLB,2019,73.0,73.0,5.159,5.159,-0.0,3.214
토마스 파노니,AAA,2018,36.667,36.667,4.469,4.642,-0.173,3.1604
토마스 파노니,AAA,2019,33.667,33.667,3.838,4.248,-0.411,3.214
토마스 파노니,AAA,2021,118.333,118.333,5.485,6.248,-0.762,3.17
예프리 라미레즈,MLB,2018,65.333,65.333,5.288,5.288,-0.0,3.1604
예프리 라미레즈,MLB,2019,24.333,24.333,5.598,5.598,-0.0,3.214
예프리 라미레즈,MLB,2021,2.0,2.0,2.67,2.67,-0.0,3.17
예프리 라미레즈,AAA,2018,72.0,72.0,3.508,3.68,-0.173,3.1604
예프리 라미레즈,AAA,2021,113.0,113.0,4.285,5.047,-0.762,3.17
아리엘 후라도,MLB,2018,54.667,54.667,5.008,5.008,-0.0,3.1604
아리엘 후라도,MLB,2019,122.333,122.333,5.102,5.102,-0.0,3.214
아리엘 후라도,MLB,2020,4.0,4.0,5.441,5.441,-0.0,3.1914
아리엘 후라도,AAA,2019,22.667,22.667,2.243,2.826,-0.583,3.214
아리엘 후라도,AAA,2022,53.333,53.333,3.9,4.295,-0.395,3.1124
엔마누엘 데 헤이수스,MLB,2023,6.333,6.333,4.992,4.992,-0.0,3.255
엔마누엘 데 헤이수스,AAA,2021,5.0,5.0,7.77,7.963,-0.193,3.17
엔마누엘 데 헤이수스,AAA,2022,101.667,101.667,3.998,4.741,-0.743,3.1124
엔마누엘 데 헤이수스,AAA,2023,84.667,84.667,5.216,5.533,-0.318,3.255
제이콥 터너,MLB,2011,12.667,12.667,6.025,6.025,0.0,3.0254
제이콥 터너,MLB,2012,55.0,55.0,4.785,4.785,0.0,3.0945
제이콥 터너,MLB,2013,118.0,118.0,4.429,4.429,0.0,3.0479
제이콥 터너,MLB,2014,113.0,113.0,4.159,4.159,0.0,3.1323
제이콥 터너,MLB,2016,24.667,24.667,6.511,6.511,0.0,3.1466
제이콥 터너,MLB,2017,39.0,39.0,5.876,5.876,-0.0,3.1576
제이콥 터너,MLB,2018,6.667,6.667,8.86,8.86,0.0,3.1604
제이콥 터너,AAA,2011,17.333,17.333,1.987,2.198,-0.211,3.0254
제이콥 터너,AAA,2013,56.333,56.333,4.326,4.848,-0.522,3.0479
제이콥 터너,AAA,2016,107.0,107.0,3.67,3.693,-0.023,3.1466
제이콥 터너,AAA,2017,65.667,65.667,4.224,4.404,-0.18,3.1576
케니 로젠버그,MLB,2022,10.667,10.667,4.519,4.519,-0.0,3.1124
케니 로젠버그,MLB,2023,33.0,33.0,4.043,4.043,-0.0,3.255
케니 로젠버그,MLB,2024,24.0,24.0,5.458,5.458,0.0,3.1665
케니 로젠버그,AAA,2019,5.0,5.0,5.814,6.225,-0.411,3.214
케니 로젠버그,AAA,2021,30.667,30.667,3.235,3.428,-0.193,3.17
케니 로젠버그,AAA,2022,62.667,62.667,4.485,5.228,-0.743,3.1124
케니 로젠버그,AAA,2023,100.0,100.0,4.175,4.87,-0.695,3.255
케니 로젠버그,AAA,2024,115.333,115.333,5.256,5.924,-0.668,3.1665
조시 스미스,MLB,2015,32.667,32.667,5.674,5.674,0.0,3.1336
