선수명,level,season,IP_mlbstatsapi,IP_fangraphs,my_fip,fangraphs_fip,diff,cFIP_used
팀 아델만,MLB,2016,69.667,69.667,5.3,5.3,0.0,3.1466
팀 아델만,MLB,2017,122.333,122.333,5.871,5.872,-0.0,3.1576
팀 아델만,AAA,2016,56.667,56.667,3.358,3.381,-0.023,3.1466
팀 아델만,AAA,2017,7.0,7.0,3.729,3.909,-0.18,3.1576
리살베르토 보니야,MLB,2014,20.667,20.667,4.632,4.632,0.0,3.1323
리살베르토 보니야,MLB,2017,36.667,36.667,6.43,6.43,-0.0,3.1576
리살베르토 보니야,AAA,2013,43.0,43.0,4.606,5.128,-0.522,3.0479
리살베르토 보니야,AAA,2014,74.667,74.667,3.28,3.848,-0.568,3.1323
리살베르토 보니야,AAA,2016,73.667,73.667,2.848,3.422,-0.574,3.1466
리살베르토 보니야,AAA,2017,62.667,62.667,3.62,3.8,-0.18,3.1576
타일러 윌슨,MLB,2015,36.0,36.0,3.772,3.772,0.0,3.1336
타일러 윌슨,MLB,2016,94.0,94.0,4.944,4.944,0.0,3.1466
타일러 윌슨,MLB,2017,15.333,15.333,5.505,5.505,-0.0,3.1576
타일러 윌슨,AAA,2014,70.0,70.0,3.675,3.901,-0.225,3.1323
타일러 윌슨,AAA,2015,94.333,94.333,3.6,3.623,-0.023,3.1336
타일러 윌슨,AAA,2016,23.667,23.667,2.386,2.409,-0.023,3.1466
타일러 윌슨,AAA,2017,114.0,114.0,4.21,4.39,-0.18,3.1576
펠릭스 듀브론트,MLB,2010,25.0,25.0,4.118,4.118,-0.0,3.0778
펠릭스 듀브론트,MLB,2011,10.333,10.333,5.445,5.445,0.0,3.0254
펠릭스 듀브론트,MLB,2012,161.0,161.0,4.374,4.374,0.0,3.0945
펠릭스 듀브론트,MLB,2013,162.333,162.333,3.781,3.781,0.0,3.0479
펠릭스 듀브론트,MLB,2014,79.667,79.667,5.128,5.128,0.0,3.1323
펠릭스 듀브론트,MLB,2015,75.333,75.333,4.448,4.448,0.0,3.1336
펠릭스 듀브론트,AAA,2010,37.0,37.0,3.213,3.39,-0.177,3.0778
펠릭스 듀브론트,AAA,2011,70.333,70.333,4.333,4.545,-0.211,3.0254
펠릭스 듀브론트,AAA,2015,48.0,48.0,2.738,2.761,-0.023,3.1336
펠릭스 듀브론트,AAA,2017,42.0,42.0,3.824,4.387,-0.563,3.1576
키버스 샘슨,MLB,2015,52.333,52.333,4.758,4.758,0.0,3.1336
키버스 샘슨,MLB,2016,39.333,39.333,6.197,6.197,0.0,3.1466
키버스 샘슨,AAA,2013,38.0,38.0,5.811,6.333,-0.522,3.0479
키버스 샘슨,AAA,2014,91.667,91.667,6.1,6.668,-0.568,3.1323
키버스 샘슨,AAA,2015,39.0,39.0,3.621,3.644,-0.023,3.1336
키버스 샘슨,AAA,2016,62.333,62.333,2.842,2.864,-0.023,3.1466
제이슨 휠러,MLB,2017,3.0,3.0,11.491,11.491,-0.0,3.1576
제이슨 휠러,AAA,2014,5.0,5.0,3.132,3.358,-0.225,3.1323
제이슨 휠러,AAA,2015,78.0,78.0,5.057,5.08,-0.023,3.1336
제이슨 휠러,AAA,2016,145.333,145.333,3.58,3.603,-0.023,3.1466
데이비드 헤일,MLB,2013,11.0,11.0,0.775,0.775,0.0,3.0479
데이비드 헤일,MLB,2014,87.333,87.333,4.312,4.312,0.0,3.1323
데이비드 헤일,MLB,2015,78.333,78.333,4.742,4.742,0.0,3.1336
데이비드 헤일,MLB,2016,2.0,2.0,11.647,11.647,0.0,3.1466
데이비드 헤일,AAA,2013,114.667,114.667,3.737,3.894,-0.157,3.0479
데이비드 헤일,AAA,2015,50.0,50.0,4.074,4.539,-0.466,3.1336
데이비드 헤일,AAA,2017,52.667,52.667,3.12,3.683,-0.563,3.1576
로건 베렛,MLB,2015,47.667,47.667,4.204,4.204,0.0,3.1336
로건 베렛,MLB,2016,91.667,91.667,5.514,5.514,0.0,3.1466
로건 베렛,MLB,2017,10.667,10.667,6.533,6.533,-0.0,3.1576
로건 베렛,AAA,2014,162.0,162.0,3.787,4.355,-0.568,3.1323
로건 베렛,AAA,2015,64.667,64.667,3.628,4.094,-0.466,3.1336
로건 베렛,AAA,2016,12.0,12.0,5.397,5.971,-0.574,3.1466
로건 베렛,AAA,2017,60.0,60.0,4.774,4.954,-0.18,3.1576
왕웨이중,MLB,2014,17.333,17.333,7.69,7.69,0.0,3.1323
왕웨이중,MLB,2017,1.333,1.333,9.908,9.908,-0.0,3.1576
왕웨이중,AAA,2015,6.0,6.0,1.467,1.933,-0.466,3.1336
왕웨이중,AAA,2016,26.0,26.0,2.608,3.182,-0.574,3.1466
왕웨이중,AAA,2017,57.0,57.0,3.473,4.037,-0.563,3.1576
앙헬 산체스,MLB,2017,12.333,12.333,7.049,7.05,-0.0,3.1576
앙헬 산체스,AAA,2015,60.0,60.0,3.667,3.69,-0.023,3.1336
앙헬 산체스,AAA,2017,55.333,55.333,2.615,2.795,-0.18,3.1576
덱 맥과이어,MLB,2017,13.667,13.667,3.158,3.158,-0.0,3.1576
덱 맥과이어,MLB,2018,38.0,38.0,6.95,6.95,-0.0,3.1604
덱 맥과이어,AAA,2015,65.667,65.667,3.621,4.087,-0.466,3.1336
덱 맥과이어,AAA,2016,134.0,134.0,4.856,5.43,-0.574,3.1466
저스틴 헤일리,MLB,2017,18.0,18.0,4.935,4.935,-0.0,3.1576
저스틴 헤일리,MLB,2018,7.667,7.667,7.726,7.726,-0.0,3.1604
저스틴 헤일리,AAA,2016,85.333,85.333,3.779,3.802,-0.023,3.1466
저스틴 헤일리,AAA,2018,113.667,113.667,3.372,3.544,-0.173,3.1604
벤 라이블리,MLB,2017,88.667,88.667,4.973,4.973,-0.0,3.1576
벤 라이블리,MLB,2018,30.333,30.333,4.875,4.875,-0.0,3.1604
벤 라이블리,AAA,2016,117.667,117.667,3.487,3.509,-0.023,3.1466
벤 라이블리,AAA,2017,97.0,97.0,2.673,2.853,-0.18,3.1576
벤 라이블리,AAA,2018,52.0,52.0,3.026,3.198,-0.173,3.1604
케이시 켈리,MLB,2012,29.0,29.0,4.784,4.784,0.0,3.0945
케이시 켈리,MLB,2015,11.333,11.333,4.104,4.104,-0.0,3.1336
케이시 켈리,MLB,2016,21.667,21.667,4.347,4.347,0.0,3.1466
케이시 켈리,MLB,2018,23.667,23.667,4.217,4.217,-0.0,3.1604
케이시 켈리,AAA,2012,12.0,12.0,1.011,1.584,-0.573,3.0945
케이시 켈리,AAA,2015,15.667,15.667,2.687,3.153,-0.466,3.1336
케이시 켈리,AAA,2016,74.0,74.0,4.187,4.21,-0.023,3.1466
케이시 켈리,AAA,2018,136.0,136.0,4.271,4.856,-0.585,3.1604
조 윌랜드,MLB,2012,27.667,27.667,4.793,4.793,0.0,3.0945
조 윌랜드,MLB,2014,11.333,11.333,6.485,6.485,0.0,3.1323
조 윌랜드,MLB,2015,8.667,8.667,6.941,6.941,0.0,3.1336
조 윌랜드,MLB,2016,5.0,5.0,4.547,4.547,0.0,3.1466
조 윌랜드,AAA,2012,7.667,7.667,1.008,1.581,-0.573,3.0945
조 윌랜드,AAA,2014,23.667,23.667,2.498,3.067,-0.568,3.1323
조 윌랜드,AAA,2015,113.667,113.667,3.054,3.52,-0.466,3.1336
조 윌랜드,AAA,2016,124.333,124.333,3.879,4.453,-0.574,3.1466
제이크 톰슨,MLB,2016,53.667,53.667,6.165,6.165,0.0,3.1466
제이크 톰슨,MLB,2017,46.333,46.333,5.92,5.92,-0.0,3.1576
제이크 톰슨,MLB,2018,16.333,16.333,4.262,4.262,-0.0,3.1604
제이크 톰슨,AAA,2016,129.667,129.667,3.802,3.825,-0.023,3.1466
제이크 톰슨,AAA,2017,118.333,118.333,4.222,4.402,-0.18,3.1576
브록 다익손,AAA,2018,74.333,74.333,3.16,3.745,-0.585,3.1604
워릭 서폴드,MLB,2016,9.667,9.667,2.319,2.319,0.0,3.1466
워릭 서폴드,MLB,2017,62.667,62.667,5.392,5.392,-0.0,3.1576
워릭 서폴드,MLB,2018,34.333,34.333,5.811,5.811,-0.0,3.1604
워릭 서폴드,AAA,2015,20.333,20.333,2.543,2.567,-0.023,3.1336
워릭 서폴드,AAA,2016,74.333,74.333,3.295,3.317,-0.023,3.1466
워릭 서폴드,AAA,2017,40.333,40.333,3.505,3.685,-0.18,3.1576
워릭 서폴드,AAA,2018,53.333,53.333,4.192,4.364,-0.173,3.1604
채드 벨,MLB,2017,62.333,62.333,5.468,5.468,-0.0,3.1576
채드 벨,MLB,2018,7.333,7.333,3.842,3.842,-0.0,3.1604
채드 벨,AAA,2012,80.333,80.333,3.953,4.527,-0.573,3.0945
채드 벨,AAA,2014,0.333,0.333,12.132,12.7,-0.568,3.1323
채드 벨,AAA,2017,34.333,34.333,3.449,3.629,-0.18,3.1576
드류 루친스키,MLB,2014,7.333,7.333,2.178,2.178,0.0,3.1323
드류 루친스키,MLB,2015,7.0,7.0,6.848,6.848,0.0,3.1336
드류 루친스키,MLB,2017,4.333,4.333,8.235,8.235,-0.0,3.1576
드류 루친스키,MLB,2018,35.333,35.333,3.811,3.811,-0.0,3.1604
드류 루친스키,AAA,2015,112.333,112.333,5.324,5.789,-0.466,3.1336
드류 루친스키,AAA,2016,155.0,155.0,3.921,4.495,-0.574,3.1466
드류 루친스키,AAA,2017,63.0,63.0,2.491,2.671,-0.18,3.1576
드류 루친스키,AAA,2018,25.0,25.0,2.32,2.905,-0.585,3.1604
에디 버틀러,MLB,2014,16.0,16.0,5.695,5.695,0.0,3.1323
에디 버틀러,MLB,2015,79.333,79.333,5.894,5.894,0.0,3.1336
에디 버틀러,MLB,2016,64.0,64.0,5.443,5.443,0.0,3.1466
에디 버틀러,MLB,2017,54.667,54.667,4.658,4.658,-0.0,3.1576
에디 버틀러,MLB,2018,49.667,49.667,6.14,6.14,-0.0,3.1604
에디 버틀러,AAA,2014,5.333,5.333,3.32,3.888,-0.568,3.1323
에디 버틀러,AAA,2015,63.333,63.333,4.523,4.989,-0.466,3.1336
에디 버틀러,AAA,2016,89.0,89.0,4.551,5.125,-0.574,3.1466
에디 버틀러,AAA,2017,45.667,45.667,3.048,3.611,-0.563,3.1576
에디 버틀러,AAA,2018,13.333,13.333,7.285,7.87,-0.585,3.1604
크리스천 프리드릭,MLB,2012,84.667,84.667,4.63,4.63,0.0,3.0945
크리스천 프리드릭,MLB,2014,24.333,24.333,3.995,3.995,0.0,3.1323
크리스천 프리드릭,MLB,2015,58.333,58.333,4.042,4.042,0.0,3.1336
크리스천 프리드릭,MLB,2016,129.333,129.333,4.159,4.159,0.0,3.1466
크리스천 프리드릭,AAA,2012,30.0,30.0,2.228,2.801,-0.573,3.0945
크리스천 프리드릭,AAA,2013,14.667,14.667,4.48,5.002,-0.522,3.0479
크리스천 프리드릭,AAA,2014,91.333,91.333,4.972,5.54,-0.568,3.1323
크리스천 프리드릭,AAA,2016,9.667,9.667,4.802,5.376,-0.574,3.1466
크리스천 프리드릭,AAA,2017,3.0,3.0,11.158,11.721,-0.563,3.1576
라울 알칸타라,MLB,2016,22.333,22.333,8.206,8.206,0.0,3.1466
라울 알칸타라,MLB,2017,24.0,24.0,6.741,6.741,-0.0,3.1576
라울 알칸타라,AAA,2016,45.667,45.667,2.227,2.801,-0.574,3.1466
라울 알칸타라,AAA,2017,33.667,33.667,2.474,3.038,-0.563,3.1576
라울 알칸타라,AAA,2018,83.333,83.333,4.168,4.753,-0.585,3.1604
에릭 요키시,MLB,2014,14.333,14.333,5.295,5.295,0.0,3.1323
에릭 요키시,AAA,2014,158.333,158.333,2.974,3.542,-0.568,3.1323
에릭 요키시,AAA,2015,70.0,70.0,4.162,4.628,-0.466,3.1336
에릭 요키시,AAA,2017,134.667,134.667,3.922,4.486,-0.563,3.1576
에릭 요키시,AAA,2018,148.667,148.667,3.571,4.156,-0.585,3.1604
크리스 플렉센,MLB,2017,48.0,48.0,6.949,6.949,-0.0,3.1576
크리스 플렉센,MLB,2018,6.333,6.333,9.634,9.634,-0.0,3.1604
크리스 플렉센,MLB,2019,13.667,13.667,5.555,5.555,-0.0,3.214
크리스 플렉센,AAA,2018,92.0,92.0,4.03,4.615,-0.585,3.1604
크리스 플렉센,AAA,2019,78.667,78.667,3.57,3.981,-0.411,3.214
데이비드 뷰캐넌,MLB,2014,117.667,117.667,4.271,4.271,0.0,3.1323
데이비드 뷰캐넌,MLB,2015,74.667,74.667,5.33,5.33,0.0,3.1336
데이비드 뷰캐넌,AAA,2013,39.0,39.0,3.74,3.897,-0.157,3.0479
데이비드 뷰캐넌,AAA,2014,57.0,57.0,3.466,3.691,-0.225,3.1323
데이비드 뷰캐넌,AAA,2015,54.667,54.667,3.829,3.852,-0.023,3.1336
데이비드 뷰캐넌,AAA,2016,167.333,167.333,3.929,3.952,-0.023,3.1466
애런 브룩스,MLB,2014,2.667,2.667,12.132,12.132,0.0,3.1323
애런 브룩스,MLB,2015,55.333,55.333,4.85,4.85,0.0,3.1336
애런 브룩스,MLB,2018,2.667,2.667,4.66,4.66,-0.0,3.1604
애런 브룩스,MLB,2019,110.0,110.0,5.405,5.405,-0.0,3.214
애런 브룩스,AAA,2014,139.0,139.0,3.607,4.175,-0.568,3.1323
애런 브룩스,AAA,2016,16.333,16.333,6.391,6.966,-0.574,3.1466
애런 브룩스,AAA,2018,99.333,99.333,3.563,4.148,-0.585,3.1604
드류 가뇽,MLB,2018,12.0,12.0,5.744,5.744,-0.0,3.1604
드류 가뇽,MLB,2019,23.667,23.667,8.96,8.96,-0.0,3.214
드류 가뇽,AAA,2015,89.667,89.667,5.609,6.075,-0.466,3.1336
드류 가뇽,AAA,2016,55.0,55.0,3.547,4.121,-0.574,3.1466
드류 가뇽,AAA,2017,86.333,86.333,3.633,4.196,-0.563,3.1576
드류 가뇽,AAA,2018,157.667,157.667,3.871,4.456,-0.585,3.1604
드류 가뇽,AAA,2019,88.667,88.667,4.094,4.504,-0.411,3.214
댄 스트레일리,MLB,2012,39.333,39.333,6.476,6.476,0.0,3.0945
댄 스트레일리,MLB,2013,152.333,152.333,4.046,4.046,0.0,3.0479
댄 스트레일리,MLB,2014,52.0,52.0,5.325,5.325,0.0,3.1323
댄 스트레일리,MLB,2015,16.667,16.667,4.634,4.634,0.0,3.1336
댄 스트레일리,MLB,2016,191.333,191.333,4.877,4.877,0.0,3.1466
댄 스트레일리,MLB,2017,181.667,181.667,4.578,4.578,-0.0,3.1576
댄 스트레일리,MLB,2018,122.333,122.333,5.114,5.114,-0.0,3.1604
댄 스트레일리,MLB,2019,47.667,47.667,9.34,9.34,-0.0,3.214
댄 스트레일리,AAA,2012,66.667,66.667,2.119,2.693,-0.573,3.0945
댄 스트레일리,AAA,2013,31.667,31.667,2.227,2.749,-0.522,3.0479
댄 스트레일리,AAA,2015,122.667,122.667,3.199,3.665,-0.466,3.1336
애드리안 샘슨,MLB,2016,4.667,4.667,8.504,8.504,0.0,3.1466
애드리안 샘슨,MLB,2018,23.0,23.0,6.03,6.03,-0.0,3.1604
애드리안 샘슨,MLB,2019,125.333,125.333,5.687,5.687,-0.0,3.214
애드리안 샘슨,AAA,2014,19.0,19.0,4.027,4.252,-0.225,3.1323
애드리안 샘슨,AAA,2016,80.333,80.333,2.923,3.497,-0.574,3.1466
애드리안 샘슨,AAA,2017,10.0,10.0,2.058,2.621,-0.563,3.1576
애드리안 샘슨,AAA,2018,126.667,126.667,3.76,4.345,-0.585,3.1604
오드리사머 데스파이네,MLB,2014,96.333,96.333,3.745,3.745,0.0,3.1323
오드리사머 데스파이네,MLB,2015,125.667,125.667,4.773,4.773,0.0,3.1336
오드리사머 데스파이네,MLB,2016,30.333,30.333,4.993,4.993,0.0,3.1466
오드리사머 데스파이네,MLB,2017,58.333,58.333,4.152,4.152,-0.0,3.1576
오드리사머 데스파이네,MLB,2018,39.0,39.0,4.314,4.314,-0.0,3.1604
오드리사머 데스파이네,MLB,2019,13.333,13.333,6.889,6.889,-0.0,3.214
오드리사머 데스파이네,AAA,2014,23.667,23.667,4.104,4.672,-0.568,3.1323
오드리사머 데스파이네,AAA,2016,88.333,88.333,3.418,3.441,-0.023,3.1466
오드리사머 데스파이네,AAA,2017,70.0,70.0,3.986,4.549,-0.563,3.1576
오드리사머 데스파이네,AAA,2018,43.333,43.333,2.283,2.868,-0.585,3.1604
닉 킹엄,MLB,2018,76.0,76.0,5.647,5.647,-0.0,3.1604
닉 킹엄,MLB,2019,55.667,55.667,5.477,5.477,-0.0,3.214
닉 킹엄,AAA,2014,88.0,88.0,3.496,3.721,-0.225,3.1323
닉 킹엄,AAA,2015,31.333,31.333,3.197,3.221,-0.023,3.1336
닉 킹엄,AAA,2017,113.333,113.333,3.413,3.593,-0.18,3.1576
닉 킹엄,AAA,2018,62.333,62.333,3.401,3.574,-0.173,3.1604
닉 킹엄,AAA,2019,2.0,2.0,18.214,18.625,-0.411,3.214
리카르도 핀토,MLB,2017,29.667,29.667,6.36,6.36,-0.0,3.1576
리카르도 핀토,MLB,2019,2.333,2.333,11.357,11.357,-0.0,3.214
리카르도 핀토,AAA,2017,60.667,60.667,3.388,3.568,-0.18,3.1576
리카르도 핀토,AAA,2018,54.333,54.333,4.817,4.99,-0.173,3.1604
리카르도 핀토,AAA,2019,104.667,104.667,5.192,5.602,-0.411,3.214
아리엘 미란다,MLB,2016,58.0,58.0,5.25,5.25,0.0,3.1466
아리엘 미란다,MLB,2017,160.0,160.0,5.726,5.726,-0.0,3.1576
아리엘 미란다,MLB,2018,5.0,5.0,3.56,3.56,-0.0,3.1604
아리엘 미란다,AAA,2016,100.667,100.667,3.822,3.845,-0.023,3.1466
아리엘 미란다,AAA,2018,45.333,45.333,3.91,4.495,-0.585,3.1604
워커 로켓,MLB,2018,15.0,15.0,7.027,7.027,-0.0,3.1604
워커 로켓,MLB,2019,22.667,22.667,6.17,6.17,-0.0,3.214
워커 로켓,MLB,2020,16.333,16.333,4.538,4.538,-0.0,3.1914
워커 로켓,AAA,2016,18.0,18.0,3.924,4.499,-0.574,3.1466
워커 로켓,AAA,2017,55.333,55.333,4.893,5.456,-0.563,3.1576
워커 로켓,AAA,2018,133.333,133.333,3.993,4.578,-0.585,3.1604
워커 로켓,AAA,2019,59.0,59.0,3.655,4.065,-0.411,3.214
앤드류 수아레즈,MLB,2018,160.333,160.333,4.302,4.302,-0.0,3.1604
앤드류 수아레즈,MLB,2019,32.667,32.667,5.847,5.847,-0.0,3.214
앤드류 수아레즈,MLB,2020,9.667,9.667,5.364,5.364,-0.0,3.1914
앤드류 수아레즈,AAA,2017,88.667,88.667,3.394,3.958,-0.563,3.1576
앤드류 수아레즈,AAA,2018,16.667,16.667,2.5,3.085,-0.585,3.1604
앤드류 수아레즈,AAA,2019,88.0,88.0,4.737,5.319,-0.583,3.214
대니얼 멩덴,MLB,2016,72.0,72.0,4.341,4.341,0.0,3.1466
대니얼 멩덴,MLB,2017,43.0,43.0,4.251,4.251,-0.0,3.1576
대니얼 멩덴,MLB,2018,115.667,115.667,4.691,4.691,-0.0,3.1604
대니얼 멩덴,MLB,2019,59.667,59.667,4.689,4.689,-0.0,3.214
대니얼 멩덴,MLB,2020,12.333,12.333,5.624,5.624,-0.0,3.1914
대니얼 멩덴,AAA,2016,75.333,75.333,2.855,3.429,-0.574,3.1466
대니얼 멩덴,AAA,2017,41.0,41.0,4.328,4.892,-0.563,3.1576
대니얼 멩덴,AAA,2018,45.333,45.333,2.896,3.481,-0.585,3.1604
대니얼 멩덴,AAA,2019,64.0,64.0,3.964,4.547,-0.583,3.214
앤더슨 프랑코,MLB,2019,5.333,5.333,4.714,4.714,-0.0,3.214
앤더슨 프랑코,AAA,2017,9.0,9.0,1.713,1.893,-0.18,3.1576
앤더슨 프랑코,AAA,2018,5.667,5.667,6.69,6.862,-0.173,3.1604
앤더슨 프랑코,AAA,2019,113.0,113.0,5.329,5.912,-0.583,3.214
라이언 카펜터,MLB,2018,22.333,22.333,7.414,7.414,-0.0,3.1604
라이언 카펜터,MLB,2019,40.667,40.667,6.927,6.927,-0.0,3.214
라이언 카펜터,AAA,2016,68.667,68.667,5.375,5.949,-0.574,3.1466
라이언 카펜터,AAA,2017,156.0,156.0,3.658,4.221,-0.563,3.1576
라이언 카펜터,AAA,2018,76.333,76.333,3.553,3.726,-0.173,3.1604
라이언 카펜터,AAA,2019,77.0,77.0,4.422,4.833,-0.411,3.214
웨스 파슨스,MLB,2018,5.0,5.0,6.36,6.36,-0.0,3.1604
웨스 파슨스,MLB,2019,34.667,34.667,6.647,6.647,-0.0,3.214
웨스 파슨스,AAA,2017,8.333,8.333,3.278,3.458,-0.18,3.1576
웨스 파슨스,AAA,2018,88.0,88.0,3.422,3.594,-0.173,3.1604
웨스 파슨스,AAA,2019,56.667,56.667,2.861,3.272,-0.411,3.214
아티 르위키,MLB,2017,10.333,10.333,4.416,4.416,-0.0,3.1576
아티 르위키,MLB,2018,38.667,38.667,4.117,4.117,-0.0,3.1604
아티 르위키,MLB,2020,3.333,3.333,1.091,1.091,-0.0,3.1914
아티 르위키,AAA,2017,31.0,31.0,2.641,2.821,-0.18,3.1576
아티 르위키,AAA,2018,61.667,61.667,3.258,3.43,-0.173,3.1604
샘 가빌리오,MLB,2017,74.333,74.333,5.808,5.808,-0.0,3.1576
샘 가빌리오,MLB,2018,123.667,123.667,4.689,4.689,-0.0,3.1604
샘 가빌리오,MLB,2019,95.667,95.667,4.636,4.636,-0.0,3.214
샘 가빌리오,MLB,2020,3.0,3.0,7.525,7.525,-0.0,3.1914
샘 가빌리오,AAA,2015,101.667,101.667,4.806,5.272,-0.466,3.1336
샘 가빌리오,AAA,2016,63.0,63.0,3.718,4.292,-0.574,3.1466
샘 가빌리오,AAA,2017,72.0,72.0,3.185,3.749,-0.563,3.1576
샘 가빌리오,AAA,2018,29.0,29.0,3.471,3.643,-0.173,3.1604
로버트 스탁,MLB,2018,39.667,39.667,2.707,2.707,-0.0,3.1604
로버트 스탁,MLB,2019,10.667,10.667,5.37,5.37,0.0,3.214
로버트 스탁,MLB,2020,13.333,13.333,3.341,3.341,-0.0,3.1914
로버트 스탁,MLB,2021,9.0,9.0,8.837,8.837,-0.0,3.17
로버트 스탁,AAA,2018,28.333,28.333,3.443,4.028,-0.585,3.1604
로버트 스탁,AAA,2019,28.333,28.333,5.473,6.056,-0.583,3.214
브랜던 워델,MLB,2020,3.333,3.333,3.791,3.791,-0.0,3.1914
브랜던 워델,MLB,2021,9.333,9.333,7.349,7.349,-0.0,3.17
브랜던 워델,AAA,2018,81.667,81.667,3.564,3.737,-0.173,3.1604
브랜던 워델,AAA,2019,61.0,61.0,5.263,5.674,-0.411,3.214
앨버트 수아레즈,MLB,2016,84.0,84.0,4.635,4.635,0.0,3.1466
앨버트 수아레즈,MLB,2017,31.667,31.667,3.789,3.789,-0.0,3.1576
앨버트 수아레즈,AAA,2016,45.667,45.667,3.344,3.918,-0.574,3.1466
앨버트 수아레즈,AAA,2017,3.0,3.0,-0.176,0.387,-0.563,3.1576
앨버트 수아레즈,AAA,2018,63.333,63.333,4.803,5.387,-0.585,3.1604
션 놀린,MLB,2013,1.333,1.333,15.048,15.048,-0.0,3.0479
션 놀린,MLB,2014,1.0,1.0,16.132,16.132,0.0,3.1323
션 놀린,MLB,2015,29.0,29.0,5.134,5.134,0.0,3.1336
션 놀린,MLB,2021,26.667,26.667,5.307,5.308,-0.0,3.17
션 놀린,AAA,2013,17.667,17.667,4.18,4.337,-0.157,3.0479
션 놀린,AAA,2014,87.333,87.333,3.636,3.861,-0.225,3.1323
션 놀린,AAA,2015,47.333,47.333,4.359,4.825,-0.466,3.1336
션 놀린,AAA,2019,79.333,79.333,4.575,5.158,-0.583,3.214
션 놀린,AAA,2021,47.333,47.333,3.973,4.165,-0.193,3.17
찰리 반스,MLB,2021,38.0,38.0,5.065,5.065,-0.0,3.17
찰리 반스,AAA,2019,18.667,18.667,3.964,4.375,-0.411,3.214
찰리 반스,AAA,2021,76.0,76.0,3.92,4.113,-0.193,3.17
글렌 스파크맨,MLB,2017,1.0,1.0,4.158,4.158,-0.0,3.1576
글렌 스파크맨,MLB,2018,38.333,38.333,4.021,4.021,-0.0,3.1604
글렌 스파크맨,MLB,2019,136.0,136.0,5.927,5.927,-0.0,3.214
글렌 스파크맨,MLB,2020,5.0,5.0,2.991,2.991,-0.0,3.1914
글렌 스파크맨,AAA,2017,8.0,8.0,4.408,4.588,-0.18,3.1576
글렌 스파크맨,AAA,2018,67.333,67.333,4.2,4.785,-0.585,3.1604
글렌 스파크맨,AAA,2019,6.333,6.333,2.425,3.007,-0.583,3.214
글렌 스파크맨,AAA,2021,3.0,3.0,3.503,3.696,-0.193,3.17
펠릭스 페냐,MLB,2016,9.0,9.0,2.702,2.702,0.0,3.1466
펠릭스 페냐,MLB,2017,34.333,34.333,5.779,5.779,-0.0,3.1576
펠릭스 페냐,MLB,2018,92.667,92.667,4.045,4.045,-0.0,3.1604
펠릭스 페냐,MLB,2019,96.333,96.333,4.522,4.522,-0.0,3.214
펠릭스 페냐,MLB,2020,26.667,26.667,3.004,3.004,-0.0,3.1914
펠릭스 페냐,MLB,2021,1.667,1.667,7.97,7.97,0.0,3.17
펠릭스 페냐,AAA,2016,63.333,63.333,2.594,3.168,-0.574,3.1466
펠릭스 페냐,AAA,2017,39.0,39.0,4.183,4.746,-0.563,3.1576
펠릭스 페냐,AAA,2018,33.333,33.333,3.55,4.135,-0.585,3.1604
펠릭스 페냐,AAA,2021,68.333,68.333,5.424,6.186,-0.762,3.17
맷 더모디,MLB,2016,3.0,3.0,5.147,5.147,0.0,3.1466
맷 더모디,MLB,2017,22.333,22.333,6.247,6.247,-0.0,3.1576
맷 더모디,MLB,2020,1.0,1.0,1.191,1.191,-0.0,3.1914
맷 더모디,AAA,2016,16.333,16.333,3.33,3.353,-0.023,3.1466
맷 더모디,AAA,2017,43.0,43.0,3.995,4.175,-0.18,3.1576
맷 더모디,AAA,2018,5.0,5.0,3.16,3.333,-0.173,3.1604
맷 더모디,AAA,2019,23.0,23.0,3.997,4.407,-0.411,3.214
웨스 벤자민,MLB,2020,22.333,22.333,4.579,4.579,-0.0,3.1914
웨스 벤자민,MLB,2021,22.667,22.667,7.185,7.185,-0.0,3.17
웨스 벤자민,AAA,2019,135.333,135.333,5.054,5.637,-0.583,3.214
웨스 벤자민,AAA,2021,46.667,46.667,4.649,5.411,-0.762,3.17
이반 노바,MLB,2010,42.0,42.0,4.364,4.364,-0.0,3.0778
이반 노바,MLB,2011,165.333,165.333,4.005,4.005,0.0,3.0254
이반 노바,MLB,2012,170.333,170.333,4.597,4.597,0.0,3.0945
이반 노바,MLB,2013,139.333,139.333,3.471,3.471,0.0,3.0479
이반 노바,MLB,2014,20.667,20.667,6.906,6.906,0.0,3.1323
이반 노바,MLB,2015,94.0,94.0,4.868,4.868,0.0,3.1336
이반 노바,MLB,2016,162.0,162.0,4.11,4.11,0.0,3.1466
이반 노바,MLB,2017,187.0,187.0,4.462,4.462,-0.0,3.1576
이반 노바,MLB,2018,161.0,161.0,4.57,4.57,-0.0,3.1604
이반 노바,MLB,2019,187.0,187.0,4.979,4.979,-0.0,3.214
이반 노바,MLB,2020,19.0,19.0,6.402,6.402,-0.0,3.1914
이반 노바,AAA,2009,67.0,67.0,3.978,4.03,-0.052,3.0971
이반 노바,AAA,2010,145.0,145.0,3.423,3.6,-0.177,3.0778
이반 노바,AAA,2011,16.0,16.0,3.588,3.799,-0.211,3.0254
이반 노바,AAA,2013,17.667,17.667,2.538,2.695,-0.157,3.0479
이반 노바,AAA,2015,11.0,11.0,4.134,4.157,-0.023,3.1336
숀 모리만도,MLB,2016,4.667,4.667,9.789,9.789,0.0,3.1466
