선수명,연도,팀,대체영입여부,실전출전여부,비고,출처유형,verified_statiz,kbo_no_appearance,english_name,birth_date,birth_date_source,throws,nationality,kbo_first_year_WAR,kbo_first_year_IP,kbo_first_year_GS,kbo_first_year_ERA,kbo_first_year_FIP,kbo_first_year_WHIP,kbo_first_year_K9,kbo_first_year_BB9,asia_league_experience,asia_league_detail,nationality_source,mlb_ip_last,mlb_fip_last,mlb_k9_last,mlb_bb9_last,mlb_hr9_last,mlb_fip_minus_last,mlb_ip_3yr,mlb_fip_3yr,mlb_k9_3yr,mlb_bb9_3yr,mlb_hr9_3yr,mlb_fip_minus_3yr,mlb_career_ip,mlb_fip_minus_career,mlb_fip_davenport_translated_last,mlb_fip_davenport_translated_3yr,aaa_ip_last,aaa_fip_last,aaa_k9_last,aaa_bb9_last,aaa_hr9_last,aaa_fip_minus_last,aaa_ip_3yr,aaa_fip_3yr,aaa_k9_3yr,aaa_bb9_3yr,aaa_hr9_3yr,aaa_fip_minus_3yr,aaa_career_ip,aaa_fip_minus_career,aaa_fip_davenport_translated_last,aaa_fip_davenport_translated_3yr,mlb_ip_share,mlb_career_war,mlb_n_seasons_pre_kbo,statcast_metrics_available,n_pitch_types_recorded,kbo_first_year_G,release_date,outcome_category,resigned_next_year,resigned_as_asia_quota,age_at_kbo_entry,predicted_WAR,translation_gap,mlb_workload_spike_ratio,mlb_workload_spike_log,mlb_workload_spike_diff,aaa_workload_spike_ratio,aaa_workload_spike_log,aaa_workload_spike_diff,has_mlb_record,has_aaa_record,fip_dav_last,hr9_dav_last,bb9_dav_3yr,fip_dav_career,primary_level,primary_last_season
대니얼 멩덴,2021,KIA,N,Y,STATIZ 신인지명 2021 KIA와 일치,STATIZ 확인,1,0,Daniel Joseph Mengden,1993-02-19,statiz,R,United States,2.86,120.0,21.0,3.6,3.9,1.2,7.8,2.62,N,,wiki_provisional,12.333,5.624,7.297,5.108,1.459,130.773,187.7,4.751,5.947,2.877,1.295,112.12,302.7,108.485,5.549,4.648,64.0,4.547,8.578,2.812,1.125,77.76,150.3,4.319,8.082,2.694,0.898,87.75,225.7,85.985,4.31,4.404,0.573,2.457,5.0,full,4,21.0,,완주-재계약안됨,N,,28.118,2.671,0.189,0.2067039106145251,-1.5764678931965304,-47.33333333333333,1.4117647058823528,0.3448404862917294,18.666666666666664,1,1,5.549,1.463,2.815,4.217,MLB,2020.0
보 다카하시,2021,KIA,Y,Y,STATIZ 신인지명 2021 KIA와 일치,STATIZ 확인,1,0,Rodrigo Hitoshi Bo Takahashi,1997-01-23,statiz,R,Brazil,0.35,36.2,7.0,4.91,3.28,1.58,11.29,2.95,N,,wiki_provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,none,0,7.0,,완주-재계약안됨,N,,24.192,0.057,0.293,,,,,,,0,0,,,,,,
앤더슨 프랑코,2021,롯데,N,Y,STATIZ 활약연도 2021 롯데와 일치,STATIZ 확인,1,0,Enderson Daniel Franco,1992-12-29,statiz,R,Venezuela,1.7,150.0,27.0,5.4,5.25,1.48,7.44,4.5,N,,wiki_provisional,5.333,4.714,6.75,1.688,1.688,111.692,5.3,4.714,6.75,1.688,1.688,111.692,5.3,111.692,4.814,4.814,113.0,5.912,7.805,2.867,1.911,108.718,127.7,5.671,7.755,2.961,1.762,107.646,127.7,107.646,5.918,5.787,0.04,-0.008,1.0,full,4,37.0,,완주-재계약안됨,N,,28.26,2.293,-0.593,,,,19.941176470588236,2.992786763324234,107.33333333333331,1,1,4.814,1.8,1.8,5.75,MLB,2019.0
라이언 카펜터,2021,한화,N,Y,STATIZ 활약연도 2021-2022 한화와 일치,STATIZ 확인,1,0,Ryan Nicholas Carpenter,1990-08-22,statiz,L,United States,2.74,170.0,30.0,3.97,3.91,1.31,9.48,3.81,Y,CPBL Rakuten Monkeys 2020 (KBO 입단 이전),wiki_provisional,40.667,6.927,5.533,2.877,2.656,150.762,63.0,7.1,5.714,2.429,2.857,158.086,63.0,158.086,5.937,6.031,77.0,4.833,8.883,3.039,1.286,102.998,309.3,4.251,9.019,2.502,1.106,93.275,378.0,99.336,4.945,4.704,0.143,-0.86,2.0,full,5,31.0,,완주-재계약됨(일반슬롯),Y,N,30.615,2.856,-0.116,1.8208955223880596,0.5993284253422905,18.333333333333332,1.0087336244541485,0.0086957069675539,0.6666666666666714,1,1,5.937,2.059,2.284,5.245,MLB,2019.0
웨스 파슨스,2021,NC,N,Y,"STATIZ 신인지명 2021 NC와 일치, 활약연도 2021-2022 전부 NC(위키 원문의 '퇴출' 표기는 오류로 최종 확정)",STATIZ 확인,1,0,Wes Parsons,1992-09-06,statiz,R,United States,3.81,133.0,24.0,3.72,3.51,1.29,10.02,4.26,N,,wiki_provisional,34.667,6.647,6.75,7.529,1.558,146.726,39.7,6.611,6.58,7.261,1.588,148.216,39.7,148.216,6.208,6.252,56.667,3.272,8.576,3.335,0.159,68.092,153.0,3.467,8.235,3.059,0.471,84.364,153.0,84.364,3.327,4.033,0.206,-0.795,2.0,full,4,24.0,,완주-재계약됨(일반슬롯),Y,N,28.572,2.966,0.844,6.933333333333333,1.9363406980391624,29.666666666666664,0.6439393939393939,-0.4401506660960544,-31.333333333333336,1,1,6.208,1.347,7.559,4.488,MLB,2019.0
윌머 폰트,2021,SSG,N,Y,STATIZ 신인지명 2021 SK(→SSG)와 일치,STATIZ 확인,1,0,Wilmer Font Gomez,1990-05-24,statiz,R,Venezuela,3.5,145.2,25.0,3.46,3.12,1.09,9.7,2.78,N,,wiki_provisional,16.333,4.783,8.265,4.959,1.102,108.074,144.7,5.186,9.083,3.359,1.929,120.97,151.7,126.283,4.725,4.983,134.333,2.984,11.926,2.345,0.737,63.452,173.7,3.083,10.987,2.591,0.622,68.732,173.7,68.732,3.356,3.367,0.466,-0.059,6.0,full,5,25.0,,완주-재계약됨(일반슬롯),Y,N,30.861,3.153,0.347,0.1936758893280632,-1.6415691906168937,-68.0,6.948275862068966,1.9384935514002637,115.0,1,1,4.725,1.104,3.329,4.228,MLB,2020.0
아티 르위키,2021,SSG,N,Y,STATIZ 신인지명 2021 SK/SSG와 일치,STATIZ 확인,1,0,Artie Michael Lewicki,1992-04-08,statiz,R,United States,0.4,14.1,4.0,3.77,4.29,1.19,5.65,1.26,N,,wiki_provisional,3.333,1.091,13.5,2.7,0.0,25.501,52.3,3.984,7.051,3.268,0.86,91.833,52.3,91.833,1.07,3.819,61.667,3.43,8.027,2.335,0.73,93.002,92.7,3.227,8.547,2.234,0.68,86.635,92.7,86.635,4.533,4.296,0.361,0.524,3.0,full,3,4.0,2021-06-05,조기방출,N,,28.986,2.953,-2.553,0.0862068965517241,-2.451005098112319,-35.33333333333333,1.989247311827957,0.6877563319250689,30.666666666666664,1,1,1.07,0.0,3.308,4.12,MLB,2020.0
샘 가빌리오,2021,SSG,Y,Y,STATIZ 신인지명 2021 SSG와 일치,STATIZ 확인,1,0,Samuel Joseph Gaviglio,1990-05-22,statiz,R,United States,0.67,81.1,15.0,5.86,3.97,1.45,7.75,3.32,N,,wiki_provisional,3.0,7.525,3.0,15.0,0.0,170.35,222.3,4.704,7.853,2.631,1.579,106.51,296.7,113.615,7.131,4.211,29.0,3.643,9.0,1.241,1.241,94.373,164.0,3.939,7.463,1.646,0.878,88.852,265.7,101.581,4.696,4.391,0.528,0.563,4.0,full,4,15.0,,완주-재계약안됨,N,,30.867,2.921,-2.251,0.0313588850174216,-3.462257638423402,-92.66666666666669,0.4027777777777778,-0.9093702890295812,-43.0,1,1,7.131,0.0,2.565,4.731,MLB,2020.0
조시 스미스,2021,키움,N,Y,STATIZ 활약연도 2021 키움과 일치,STATIZ 확인,1,0,Joshua Allen Smith,1987-08-07,statiz,R,United States,0.0,10.0,2.0,6.3,5.26,1.4,4.5,4.5,N,,wiki_provisional,26.333,4.672,6.152,3.76,1.025,107.014,92.3,5.114,7.018,3.314,1.56,115.879,184.7,123.489,4.502,4.717,67.333,4.308,9.356,2.673,1.203,87.656,153.7,4.057,8.902,2.577,1.054,92.948,399.0,90.814,4.715,4.365,0.316,-0.865,5.0,full,5,2.0,2021-04-15,조기방출,N,,33.656,3.047,-3.047,0.8494623655913978,-0.1631516406862345,-4.666666666666668,1.629032258064516,0.4879861317961678,25.999999999999993,1,1,4.502,1.011,3.113,4.573,MLB,2020.0
로버트 스탁,2022,두산,N,Y,STATIZ 신인지명 2022 두산과 일치,STATIZ 확인,1,0,Robert Anthony Stock,1989-11-21,statiz,R,United States,2.07,165.0,29.0,3.6,4.09,1.48,7.53,4.53,N,,wiki_provisional,9.0,8.837,9.0,9.0,3.0,211.631,33.0,5.496,10.364,7.364,1.364,127.764,72.7,94.538,8.503,5.389,28.333,6.056,12.706,6.035,1.906,107.866,56.7,5.042,10.641,4.765,1.271,96.395,56.7,96.395,5.015,4.925,0.562,0.399,4.0,full,4,29.0,,완주-재계약안됨,N,,32.361,1.833,0.237,0.6749999999999999,-0.3930425881096073,-4.333333333333334,1.0,0.0,0.0,1,1,8.503,3.0,7.211,4.453,MLB,2021.0
브랜던 워델,2022,두산,Y,Y,"STATIZ에는 '브랜든'(이름, 성 아님)으로 등록. 활약연도 2022-2024 두산과 일치. 뉴스 확인 결과 2022-07-13 아리엘 미란다 부상 대체 영입이었음 — 대체영입여부 N에서 Y로 정정",STATIZ 확인 + 뉴스,1,0,Brandon David Waddell,1994-06-03,statiz,L,United States,1.29,65.0,11.0,3.6,4.35,1.23,5.54,3.32,N,,wiki_provisional,9.333,7.349,6.75,8.679,1.929,172.473,12.7,6.413,6.395,7.816,1.421,149.354,12.7,149.354,7.232,6.354,61.0,5.674,10.18,5.902,1.623,121.359,142.7,4.565,8.138,4.794,0.883,110.554,142.7,110.554,3.739,5.377,0.082,-0.23,2.0,full,4,11.0,,완주-재계약됨(일반슬롯),Y,N,27.83,1.834,-0.544,,,,0.746938775510204,-0.2917720577033061,-20.66666666666667,1,1,7.232,1.875,7.674,5.453,MLB,2021.0
앨버트 수아레즈,2022,삼성,N,Y,STATIZ 활약연도 2022-2023 삼성과 일치,STATIZ 확인,1,0,Albert Joe Suárez,1989-10-08,statiz,R,Venezuela,5.54,173.2,29.0,2.49,2.94,1.16,8.24,2.59,Y,NPB Tokyo Yakult Swallows 2019-2021 (KBO 입단 이전),wiki_provisional,31.667,3.789,9.663,3.126,1.137,92.925,115.7,4.403,6.847,2.879,1.167,111.548,115.7,111.548,3.668,4.136,63.333,5.387,7.247,4.689,1.137,115.352,112.0,4.654,7.634,3.777,0.884,102.041,112.0,102.041,6.095,5.039,0.508,0.109,2.0,full,5,30.0,,완주-재계약됨(일반슬롯),Y,N,32.482,2.756,2.784,0.376984126984127,-0.9755521959108824,-52.33333333333333,,,,1,1,6.095,1.77,4.529,4.571,AAA,2018.0
로니 윌리엄스,2022,KIA,N,Y,STATIZ에는 '로니'로 등록. 2022 KIA 신인지명과 일치,STATIZ 확인,1,0,Ronnie Ellis Williams,1996-01-06,statiz,R,United States,-0.12,44.1,9.0,5.89,6.03,1.69,6.5,5.68,N,,wiki_provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.237,6.237,,,0.0,none,0,10.0,2022-06-28,조기방출,N,,26.237,0.121,-0.241,,,,,,,0,0,6.237,1.2,6.0,6.237,AAA,2021.0
션 놀린,2022,KIA,N,Y,"STATIZ 신인지명 2022 KIA와 일치, G=21",STATIZ 확인,1,0,Sean Patrick Nolin,1989-12-26,statiz,L,United States,4.11,124.0,21.0,2.47,3.05,1.12,7.84,1.74,Y,NPB Saitama Seibu Lions 2020 (KBO 입단 이전),wiki_provisional,26.667,5.308,6.75,4.387,1.35,123.716,56.7,5.41,5.559,3.971,1.429,131.698,58.0,137.222,5.261,5.303,47.333,4.165,9.887,2.852,1.331,92.815,174.0,4.797,8.483,3.103,1.293,101.253,279.0,100.062,5.139,5.111,0.172,-0.061,4.0,full,5,21.0,,완주-재계약안됨,N,,32.266,2.787,1.323,0.9195402298850576,-0.0838814839807021,-2.333333333333332,0.596638655462185,-0.5164436160702138,-31.999999999999993,1,1,5.261,1.369,4.219,5.04,MLB,2021.0
토마스 파노니,2022,KIA,Y,Y,"STATIZ 신인지명 2022 KIA와 일치(대체영입 사유는 STATIZ 미표기, 뉴스로 확인됨)",STATIZ 확인,1,0,Thomas Edward Pannone Jr,1994-04-28,statiz,L,United States,2.44,82.2,14.0,2.72,3.27,1.23,7.95,2.61,N,,wiki_provisional,73.0,5.159,8.507,3.822,1.603,111.507,116.0,5.142,7.603,3.569,1.552,114.53,116.0,114.53,4.654,4.748,118.333,6.248,6.237,3.042,1.825,116.687,188.7,5.579,7.776,2.958,1.717,112.091,188.7,112.091,5.889,5.847,0.381,0.181,2.0,full,4,14.0,,완주-재계약됨(일반슬롯),Y,N,27.929,2.306,0.134,1.697674418604651,0.5292593254548287,30.0,3.514851485148515,1.2569972726341565,84.66666666666666,1,1,5.889,1.636,3.68,5.42,AAA,2021.0
찰리 반스,2022,롯데,N,Y,STATIZ에는 '반즈'로 등록. 활약연도 2022-2025 롯데와 일치,STATIZ 확인,1,0,Charlie Barnes,1995-10-01,statiz,L,United States,4.46,186.1,31.0,3.62,3.21,1.2,7.73,2.27,N,,wiki_provisional,38.0,5.065,4.737,3.789,0.947,119.664,38.0,5.065,4.737,3.789,0.947,119.664,38.0,119.664,4.512,4.512,76.0,4.113,7.342,2.842,0.829,88.024,94.7,4.164,7.415,3.327,0.761,88.413,94.7,88.413,4.676,4.618,0.286,0.147,1.0,full,4,31.0,,완주-재계약됨(일반슬롯),Y,N,26.502,2.597,1.863,,,,4.071428571428571,1.4039939382192914,57.33333333333333,1,1,4.512,0.711,3.789,4.587,MLB,2021.0
글렌 스파크맨,2022,롯데,N,Y,STATIZ 신인지명 2022 롯데와 일치,STATIZ 확인,1,0,Glenn Sparkman,1992-05-11,statiz,R,United States,0.71,84.2,19.0,5.31,3.68,1.65,9.46,4.57,Y,NPB Orix Buffaloes 2021 (KBO 입단 이전),wiki_provisional,5.0,2.991,3.6,1.8,0.0,67.905,179.3,5.438,5.52,2.861,1.656,122.266,180.3,122.106,3.025,4.878,3.0,3.696,18.0,0.0,3.0,79.106,76.7,4.595,6.809,1.409,1.291,97.324,84.7,99.021,4.281,5.318,0.68,-0.101,4.0,full,3,19.0,2022-07-31,조기방출,N,,29.892,2.147,-1.437,0.0367647058823529,-3.3032169733019514,-131.0,0.4736842105263158,-0.747214401830221,-3.333333333333333,1,1,4.281,3.333,1.962,5.042,AAA,2021.0
예프리 라미레즈,2022,한화,Y,Y,STATIZ 활약연도 2022 한화와 일치,STATIZ 확인,1,0,Yefry Ramírez Alcala,1993-11-28,statiz,R,Dominican Republic,1.13,65.1,13.0,4.13,4.8,1.36,6.47,5.1,N,,wiki_provisional,2.0,2.67,9.0,4.5,0.0,61.727,91.7,5.313,8.935,5.204,1.473,118.728,91.7,118.728,2.582,4.786,113.0,5.047,9.159,4.062,1.115,95.582,185.0,4.515,9.097,3.551,1.022,96.84,185.0,96.84,4.951,4.855,0.331,0.178,3.0,full,3,13.0,,완주-재계약안됨,N,,28.342,2.366,-1.236,0.0821917808219178,-2.498699971920336,-22.333333333333332,1.5694444444444444,0.4507216996962852,41.0,1,1,2.582,0.0,5.091,4.836,MLB,2021.0
펠릭스 페냐,2022,한화,Y,Y,STATIZ 활약연도 2022-2024 한화와 일치,STATIZ 확인,1,0,Félix Ricardo Peña,1990-02-25,statiz,R,Dominican Republic,1.31,67.2,13.0,3.72,3.39,1.37,9.58,3.99,N,,wiki_provisional,1.667,7.97,10.8,21.6,0.0,180.723,124.7,4.243,9.529,3.321,1.299,91.103,260.7,97.038,7.17,3.887,68.333,6.186,7.771,3.556,1.844,115.532,140.7,5.301,9.149,3.647,1.408,105.964,204.0,95.888,5.941,5.317,0.561,2.603,6.0,full,4,13.0,,완주-재계약됨(일반슬롯),Y,N,32.099,2.168,-0.858,0.0624999999999999,-2.772588722239781,-25.0,2.05,0.7178397931503168,34.99999999999999,1,1,7.17,0.0,3.297,4.29,MLB,2021.0
맷 더모디,2022,NC,Y,Y,STATIZ 신인지명 2022 NC와 일치,STATIZ 확인,1,0,Matt Dermody,1990-07-04,statiz,L,United States,0.13,39.2,8.0,4.54,3.92,1.39,8.39,2.95,Y,NPB Saitama Seibu Lions 2021 (KBO 입단 이전),wiki_provisional,1.0,1.191,9.0,0.0,0.0,27.535,26.3,5.93,7.177,1.709,2.392,134.015,26.3,134.015,1.191,5.454,23.0,4.407,9.0,1.174,1.565,90.314,71.0,4.191,8.62,2.282,1.268,98.874,87.3,97.54,4.866,5.28,0.232,-0.317,3.0,full,2,8.0,,완주-재계약안됨,N,,31.745,2.47,-2.34,0.044776119402985,-3.106080330722856,-21.333333333333332,4.6,1.5260563034950492,18.0,1,1,1.191,0.0,1.667,5.219,MLB,2020.0
웨스 벤자민,2022,kt,N,Y,STATIZ 활약연도 2022 kt 시작으로 일치,STATIZ 확인,1,0,Wes Benjamin,1993-07-26,statiz,L,United States,3.1,96.2,17.0,2.7,4.04,1.02,7.17,2.23,N,,wiki_provisional,22.667,7.185,7.544,6.75,2.382,164.476,45.0,5.892,8.0,4.8,2.0,133.132,45.0,133.132,7.127,5.85,46.667,5.411,8.1,4.821,1.157,103.107,182.0,5.579,7.714,3.857,1.484,104.905,182.0,104.905,5.654,5.665,0.198,-0.378,2.0,full,5,17.0,,완주-재계약됨(일반슬롯),Y,N,28.684,2.497,0.603,1.0149253731343284,0.0148150857851406,0.3333333333333357,0.3448275862068965,-1.0647107369924285,-88.66666666666669,1,1,7.127,2.348,4.726,5.702,MLB,2021.0
이반 노바,2022,SSG,N,Y,STATIZ 신인지명 2022 SSG와 일치,STATIZ 확인,1,0,Iván Nova,1987-01-12,statiz,R,Dominican Republic,-0.37,63.2,12.0,6.5,4.92,1.62,4.52,3.53,N,,wiki_provisional,19.0,6.402,4.263,4.263,1.895,146.27,367.0,4.873,5.812,2.232,1.471,111.107,1347.7,103.986,6.241,4.659,11.0,4.157,5.727,2.455,0.818,116.301,44.7,3.451,8.463,1.813,1.007,92.568,256.7,95.823,5.608,4.702,0.84,13.3,11.0,full,4,12.0,2022-07-12,조기방출,N,,35.22,3.235,-3.605,0.1016042780748663,-2.286669637688146,-168.0,0.6226415094339622,-0.4737843520856416,-6.666666666666668,1,1,6.241,1.8,2.242,4.228,MLB,2020.0
숀 모리만도,2022,SSG,Y,Y,STATIZ 신인지명 2022 SSG와 일치,STATIZ 확인,1,0,Shawn Morimando,1992-11-20,statiz,L,United States,3.09,75.1,12.0,1.67,2.99,1.06,8.0,2.75,Y,CPBL CTBC Brothers 2021-2022 (KBO 입단 이전),wiki_provisional,10.333,5.396,7.839,4.355,1.742,129.401,15.0,6.763,8.4,6.0,2.4,160.747,15.0,160.747,5.32,6.539,89.667,5.013,8.632,3.112,1.706,114.626,319.3,4.958,8.173,3.41,1.466,112.818,378.3,110.989,6.064,6.055,0.038,-0.244,2.0,full,4,12.0,,완주-재계약안됨,N,,29.363,2.264,0.826,,,,1.274881516587678,0.2428532461257727,19.333333333333343,1,1,5.32,1.682,5.844,5.96,MLB,2021.0
타일러 애플러,2022,키움,N,Y,STATIZ 신인지명 2022 키움과 일치(G=33); 타 팀 이력 없음,STATIZ 확인,1,0,Tyler Austin Eppler,1993-01-05,statiz,R,United States,2.14,140.1,25.0,4.3,4.37,1.51,5.52,2.57,Y,NPB Orix Buffaloes 2019 (KBO 입단 이전),wiki_provisional,,,,,,,,,,,,,,,,,72.0,6.918,6.0,3.75,2.375,154.153,361.3,4.841,6.526,2.541,1.37,123.953,361.3,123.953,7.773,6.179,,,0.0,none,0,33.0,,완주-재계약안됨,N,,29.238,0.848,1.292,,,,0.4705882352941176,-0.7537718023763802,-81.0,0,1,7.773,2.857,3.095,6.179,AAA,2021.0
딜런 파일,2023,두산,N,Y,STATIZ에는 '딜런'으로 등록. 신인지명 2023 두산과 일치,STATIZ 확인,1,0,Dylan Michael File,1996-06-04,statiz,R,United States,-0.05,9.0,2.0,8.0,7.66,1.67,2.0,5.0,N,,wiki_provisional,,,,,,,,,,,,,,,,,114.333,4.347,7.478,2.676,1.023,96.86,157.0,4.449,7.51,2.637,1.146,99.909,157.0,99.909,4.842,5.023,,,0.0,none,0,2.0,2023-06-08,조기방출,N,,26.823,1.333,-1.383,,,,2.6796875,0.9857001832463228,71.66666666666666,0,1,4.842,1.317,3.315,5.023,AAA,2022.0
테일러 와이드너,2023,NC,N,Y,"STATIZ로 충돌 해결: 신인지명 '23 NC 자유선발', 2023-08-10 NC→삼성 트레이드. NC가 정답 확정(삼성은 시즌 중 이적처일 뿐 별도 신규 아님)",STATIZ 확인,1,0,Taylor Browning Widener,1994-10-24,statiz,R,United States,1.53,115.0,20.0,4.54,3.66,1.32,7.75,3.13,N,,wiki_provisional,17.333,4.382,7.269,2.596,1.038,113.224,107.7,5.542,9.111,4.514,1.755,134.465,107.7,134.465,3.847,5.101,36.667,4.046,11.536,2.945,1.227,72.62,141.3,5.472,10.316,3.439,1.91,98.413,141.3,98.413,4.289,5.462,0.433,-0.516,3.0,full,4,21.0,2023-08-04,조기방출,N,,28.435,2.473,-0.943,0.2464454976303317,-1.4006144148946391,-53.0,,,,1,1,3.847,1.017,4.175,5.302,MLB,2022.0
아도니스 메디나,2023,KIA,N,Y,"STATIZ 신인지명 2023 KIA와 일치, G=12",STATIZ 확인,1,0,Adonis Medina,1996-12-18,statiz,R,Dominican Republic,0.06,58.0,12.0,6.05,5.56,1.6,5.59,4.5,N,,wiki_provisional,23.667,4.042,6.465,2.282,0.761,101.848,35.3,4.04,6.877,3.311,0.509,98.495,35.3,98.495,3.517,3.494,31.0,5.088,9.581,4.935,1.161,104.349,98.7,4.928,8.027,3.922,1.277,107.978,98.7,107.978,5.435,5.563,0.263,0.218,3.0,full,5,12.0,2023-07-04,조기방출,N,,26.283,2.51,-2.45,3.0869565217391304,1.1271856611121658,16.0,0.458128078817734,-0.7806064858885314,-36.66666666666667,1,1,3.517,0.729,3.25,5.008,MLB,2022.0
숀 앤더슨,2023,KIA,N,Y,STATIZ 활약연도 2023 KIA와 일치,STATIZ 확인,1,0,Shaun Anderson,1994-10-29,statiz,R,United States,1.33,79.0,14.0,3.76,3.83,1.29,7.29,2.96,N,,wiki_provisional,1.0,3.112,0.0,0.0,0.0,78.599,39.7,5.572,8.395,5.445,1.588,128.186,135.7,117.395,3.112,5.346,88.0,4.564,7.773,3.273,1.125,100.716,173.7,4.339,7.825,2.902,0.985,92.7,173.7,92.7,5.218,4.59,0.439,0.452,4.0,full,3,14.0,2023-07-06,조기방출,N,,28.422,2.521,-1.191,0.0428571428571428,-3.14988295338125,-22.333333333333332,2.2956521739130435,0.8310169747830661,49.666666666666664,1,1,3.112,0.0,4.882,4.71,MLB,2022.0
마리오 산체스,2023,KIA,N,Y,STATIZ 활약연도 2023 KIA와 일치,STATIZ 확인,1,0,Mario Sanchez,1994-10-31,statiz,R,Venezuela,0.13,63.2,11.0,5.94,3.77,1.48,8.34,2.12,Y,CPBL Uni-President 7-Eleven Lions 2023 (KBO 입단 이전),wiki_provisional,,,,,,,,,,,,,,,,,91.333,4.635,6.898,2.562,1.182,96.575,113.3,4.847,6.75,2.7,1.271,98.824,113.3,98.824,5.38,5.463,,,0.0,none,0,12.0,,완주-재계약안됨,N,,28.416,1.297,-1.167,,,,10.96,2.3942522815198695,83.0,0,1,5.38,1.649,3.376,5.463,AAA,2022.0
애런 윌커슨,2023,롯데,N,Y,STATIZ 신인지명 2023 롯데와 일치(계약/팀이동 이력에 2023년 한 건만 존재),STATIZ 확인,1,0,Aaron Wilkerson,1989-05-24,statiz,R,United States,2.6,79.2,13.0,2.26,2.61,1.09,9.15,2.26,Y,NPB Hanshin Tigers 2022 (KBO 입단 이전),wiki_provisional,16.0,6.777,6.188,5.062,2.25,152.779,35.3,6.099,7.132,3.311,2.292,142.416,35.3,142.416,,,112.0,3.843,10.045,1.929,0.964,72.776,260.7,4.006,9.219,2.693,0.863,77.476,260.7,77.476,,,0.119,-0.151,3.0,full,4,13.0,,완주-재계약됨(일반슬롯),Y,N,33.854,2.876,-0.276,1.7777777777777777,0.5753641449035618,7.0,1.467248908296943,0.3833891564089646,35.66666666666667,1,1,,,,,,
버치 스미스,2023,한화,N,Y,"STATIZ 신인지명 2023 한화와 일치, G=1(2.2이닝)",STATIZ 확인,1,0,Burch Taylor Smith,1990-04-12,statiz,R,United States,0.09,2.2,1.0,6.75,3.14,1.12,6.75,0.0,Y,NPB Saitama Seibu Lions 2022 (KBO 입단 이전),wiki_provisional,43.333,4.208,5.815,2.285,1.038,101.108,76.7,4.216,7.161,3.052,1.057,99.158,191.0,120.673,3.92,4.048,5.333,10.87,11.812,6.75,5.062,189.557,27.0,6.193,9.667,4.333,2.333,131.545,88.0,89.611,11.472,4.468,0.685,-0.39,5.0,full,5,1.0,2023-04-30,조기방출,N,,32.969,0.912,-0.822,3.611111111111111,1.2840155119994725,31.333333333333336,0.326530612244898,-1.119231575870845,-11.0,1,1,3.92,0.818,2.966,4.572,MLB,2021.0
리카르도 산체스,2023,한화,Y,Y,STATIZ 활약연도 2023-2024 한화와 일치,STATIZ 확인,1,0,Ricardo Jose Sánchez,1997-04-11,statiz,L,Venezuela,2.2,126.0,24.0,3.79,3.92,1.3,7.07,2.0,N,,wiki_provisional,5.333,7.504,6.75,8.438,1.688,172.35,5.3,7.504,6.75,8.438,1.688,172.35,5.3,172.35,6.965,6.965,,,,,,,,,,,,,,,4.99,4.99,,-0.109,1.0,full,5,24.0,,완주-재계약됨(일반슬롯),Y,N,25.971,1.573,0.627,,,,,,,1,0,4.99,1.342,3.868,5.077,AAA,2022.0
에릭 페디,2023,NC,N,Y,STATIZ 신인지명 2023 NC와 일치 (정규시즌 MVP),STATIZ 확인,1,0,Erick James Fedde,1993-02-25,statiz,R,United States,7.63,180.1,30.0,2.0,2.22,0.95,10.43,1.75,N,,wiki_provisional,127.0,5.152,6.661,4.11,1.488,127.904,310.7,5.104,7.242,3.708,1.564,120.832,454.3,121.255,5.195,4.938,4.0,2.258,9.0,2.25,0.0,48.968,81.3,3.534,9.295,2.545,0.885,82.377,115.3,84.526,2.362,4.431,0.798,1.397,6.0,full,5,30.0,,완주-재계약안됨,N,,30.094,3.45,4.18,0.9525,-0.0486651719812811,-6.333333333333343,0.4,-0.916290731874155,-6.0,1,1,5.195,1.48,3.562,4.892,MLB,2022.0
태너 털리,2023,NC,Y,Y,STATIZ에는 '태너'로 등록. 신인지명 2023 NC와 일치,STATIZ 확인,1,0,Tanner Paul Tully,1994-11-30,statiz,L,United States,1.81,64.2,11.0,2.92,3.81,1.1,6.54,1.81,N,,wiki_provisional,6.0,7.612,3.0,9.0,1.5,196.964,6.0,7.612,3.0,9.0,1.5,196.964,6.0,196.964,8.207,8.207,122.0,3.942,7.23,1.918,0.885,84.858,175.7,3.969,7.429,2.152,0.922,85.24,182.7,84.634,4.511,4.54,0.032,-0.138,1.0,full,4,11.0,,완주-재계약안됨,N,,28.334,2.836,-1.026,,,,3.128205128205128,1.1404593986036102,83.0,1,1,8.207,1.698,10.189,4.587,MLB,2022.0
